h,ne,tn,ti,te
111.000000,2.741524,243.754929,243.754929,243.754929
112.000000,2.732317,255.450165,255.450165,255.450165
113.000000,2.719550,267.973511,267.973511,267.973511
114.000000,2.705022,281.310425,281.310425,281.310425
115.000000,2.690285,295.417358,295.417358,295.417358
116.000000,2.676658,310.211731,310.211731,310.211731
117.000000,2.665228,325.560883,325.560883,325.560883
118.000000,2.656848,341.269989,341.269989,341.269989
119.000000,2.652138,357.070312,357.070312,357.070312
120.000000,2.651482,372.610229,372.610229,372.610229
121.000000,2.655034,387.451843,387.451843,387.769775
122.000000,2.662726,401.076965,401.076965,402.929352
123.000000,2.674281,412.905518,412.905518,418.088898
124.000000,2.689231,422.313812,422.313812,433.248474
125.000000,2.706941,431.538147,431.538147,448.408020
126.000000,2.726627,440.564545,440.564545,463.567566
127.000000,2.754592,449.397217,449.397217,478.727112
128.000000,2.840795,458.040405,458.040405,493.886688
129.000000,2.925641,466.498230,466.498230,509.046265
130.000000,3.009177,474.774750,474.774750,524.205811
131.000000,3.091446,482.873871,482.873871,539.365356
132.000000,3.172482,490.799469,490.799469,554.524902
133.000000,3.252312,498.555267,498.555267,569.684448
134.000000,3.330967,506.145050,506.145050,584.843994
135.000000,3.408469,513.572266,513.572266,600.003601
136.000000,3.484837,520.840637,520.840637,615.163147
137.000000,3.560090,527.953491,527.953491,630.322693
138.000000,3.634244,534.914185,534.914185,645.482300
139.000000,3.707314,541.726074,541.726074,660.641846
140.000000,3.779312,548.392334,548.392334,675.801392
141.000000,3.850250,554.916138,554.916138,690.960938
142.000000,3.920140,561.300659,561.300659,706.120483
143.000000,3.988991,567.548828,567.548828,721.280029
144.000000,4.056815,573.663574,573.663574,736.439575
145.000000,4.123618,579.647827,579.647827,751.599121
146.000000,4.189407,585.504395,585.504395,766.758667
147.000000,4.254194,591.236023,591.236023,781.918213
148.000000,4.318312,596.845459,596.845459,797.077759
149.000000,4.382259,602.335327,602.335327,812.237366
150.000000,4.446009,607.708252,607.708252,827.396912
151.000000,4.509529,612.966675,612.966675,842.556458
152.000000,4.572785,618.113037,618.113037,857.715942
153.000000,4.635743,623.149963,623.149963,872.875488
154.000000,4.698370,628.079590,628.079590,888.034973
155.000000,4.760632,632.904358,632.904358,903.194580
156.000000,4.822494,637.626526,637.626526,918.354065
157.000000,4.883923,642.248230,642.248230,933.513550
158.000000,4.944886,646.771729,646.771729,948.673035
159.000000,5.005348,651.199097,651.199097,963.832520
160.000000,5.065277,655.532349,655.532349,978.992065
161.000000,5.124638,659.773560,659.773560,994.151489
162.000000,5.183399,663.924805,663.924805,1009.310852
163.000000,5.241528,667.987854,667.987854,1024.470215
164.000000,5.298990,671.964722,671.964722,1039.629639
165.000000,5.355755,675.857178,675.857178,1054.788940
166.000000,5.411791,679.667175,679.667175,1069.948242
167.000000,5.467066,683.396362,683.396362,1085.107300
168.000000,5.521550,687.046509,687.046509,1100.266479
169.000000,5.575212,690.619263,690.619263,1115.425415
170.000000,5.628024,694.116394,694.116394,1130.584351
171.000000,5.679954,697.539429,697.539429,1145.743042
172.000000,5.730976,700.890076,700.890076,1160.901611
173.000000,5.781060,704.169739,704.169739,1176.059814
174.000000,5.830182,707.380066,707.380066,1191.217896
175.000000,5.878313,710.522522,710.522522,1206.375610
176.000000,5.925429,713.598511,713.598511,1221.532837
177.000000,5.971505,716.609436,716.609436,1236.689697
178.000000,6.016518,719.556763,719.556763,1251.845703
179.000000,6.060444,722.441833,722.441833,1267.001221
180.000000,6.103261,725.265991,725.265991,1282.155640
181.000000,6.144951,728.030518,728.030518,1297.309082
182.000000,6.185491,730.736694,730.736694,1312.461060
183.000000,6.224864,733.385803,733.385803,1327.611328
184.000000,6.263052,735.979004,735.979004,1342.759644
185.000000,6.300039,738.517517,738.517517,1357.905396
186.000000,6.335810,741.002563,741.002563,1373.048096
187.000000,6.370351,743.435181,743.435181,1388.187012
188.000000,6.403648,745.816589,745.816589,1403.321533
189.000000,6.435691,748.147827,748.147827,1418.450439
190.000000,6.466470,750.429993,750.429993,1433.572632
191.000000,6.495975,752.664124,752.664124,1448.686523
192.000000,6.524200,754.851196,754.851196,1463.790405
193.000000,6.551139,756.992310,756.992310,1478.881958
194.000000,6.576787,759.088379,759.088379,1493.958496
195.000000,6.601140,761.140442,761.140442,1509.016968
196.000000,6.624198,763.149353,763.149353,1524.053101
197.000000,6.645962,765.116028,765.116028,1539.062256
198.000000,6.666432,767.041382,767.041382,1554.038574
199.000000,6.685613,768.926331,768.926331,1568.975098
200.000000,6.703508,770.771729,770.771729,1583.863403
201.000000,6.720127,772.578369,772.578369,1598.692871
202.000000,6.735476,774.347107,774.347107,1613.451660
203.000000,6.749568,776.078735,776.078735,1628.124878
204.000000,6.762414,777.774109,777.774109,1642.695435
205.000000,6.774030,779.433960,779.433960,1657.142578
206.000000,6.784433,781.058960,781.058960,1671.442383
207.000000,6.793643,782.649963,782.649963,1685.567017
208.000000,6.801681,784.207642,784.207642,1699.484131
209.000000,6.808574,785.732727,785.732727,1713.157593
210.000000,6.814351,787.225891,787.340759,1726.546509
211.000000,6.819045,788.687805,788.997681,1739.606445
212.000000,6.822693,790.119141,790.654602,1752.289429
213.000000,6.825344,791.520508,792.311523,1764.545776
214.000000,6.827051,792.892639,793.968384,1776.325317
215.000000,6.827888,794.236084,795.625305,1787.579956
216.000000,6.827977,795.551453,797.282227,1798.265503
217.000000,6.827454,796.839355,798.939148,1808.344849
218.000000,6.826336,798.100342,800.596008,1817.790283
219.000000,6.824632,799.335083,802.252930,1826.585449
220.000000,6.822351,800.543945,803.909851,1834.726562
221.000000,6.819504,801.727661,805.566772,1842.222656
222.000000,6.816098,802.886719,807.223633,1849.095459
223.000000,6.812143,804.021606,808.880554,1855.376343
224.000000,6.807648,805.132812,810.537476,1861.106079
225.000000,6.802623,806.220825,812.194336,1866.330566
226.000000,6.797076,807.286255,813.851257,1871.099365
227.000000,6.791018,808.329468,815.508179,1875.462524
228.000000,6.784459,809.350952,817.165100,1879.469116
229.000000,6.777408,810.351196,818.821960,1883.165771
230.000000,6.769873,811.330627,820.478882,1886.595581
231.000000,6.761866,812.289673,822.135803,1889.797363
232.000000,6.753396,813.228821,823.792725,1892.805664
233.000000,6.744472,814.148376,825.449585,1895.651123
234.000000,6.735104,815.048889,827.106506,1898.359741
235.000000,6.725301,815.930664,828.763428,1900.953979
236.000000,6.715075,816.794189,830.420349,1903.452881
237.000000,6.704432,817.639709,832.077209,1905.872803
238.000000,6.693385,818.467712,833.734131,1908.227661
239.000000,6.681942,819.278503,835.391052,1910.528320
240.000000,6.670112,820.072510,837.047974,1912.784180
241.000000,6.657905,820.850098,838.704834,1915.003174
242.000000,6.645331,821.611511,840.361755,1917.192261
243.000000,6.632398,822.357117,842.018677,1919.356445
244.000000,6.619116,823.087341,843.675537,1921.500244
245.000000,6.605495,823.802368,845.332458,1923.626953
246.000000,6.591542,824.502686,846.989380,1925.739990
247.000000,6.577269,825.188416,848.646301,1927.841919
248.000000,6.562682,825.860046,850.303223,1929.934570
249.000000,6.547791,826.517700,851.960083,1932.019409
250.000000,6.532606,827.161804,853.617004,1934.098145
251.000000,6.517134,827.792542,855.273926,1936.171875
252.000000,6.501384,828.410278,856.930786,1938.241455
253.000000,6.485365,829.015259,858.587708,1940.307251
254.000000,6.469086,829.607727,860.244629,1942.370605
255.000000,6.452553,830.187988,861.901550,1944.431519
256.000000,6.435776,830.756226,863.558411,1946.490723
257.000000,6.418763,831.312805,865.215332,1948.548340
258.000000,6.401522,831.857849,866.872253,1950.604248
259.000000,6.384060,832.391663,868.529175,1952.659546
260.000000,6.366385,832.914490,870.186035,1954.714111
261.000000,6.348505,833.426514,871.842957,1956.767822
262.000000,6.330428,833.927979,873.499878,1958.821045
263.000000,6.312160,834.419128,875.156738,1960.873291
264.000000,6.293710,834.900146,876.813660,1962.925781
265.000000,6.275084,835.371277,878.470581,1964.977783
266.000000,6.256288,835.832703,880.127502,1967.029785
267.000000,6.237331,836.284668,881.784424,1969.080811
268.000000,6.218219,836.727295,883.441284,1971.132202
269.000000,6.198958,837.160828,885.098206,1973.183594
270.000000,6.179556,837.585449,886.755127,1975.234863
271.000000,6.160018,838.001343,888.411987,1977.285889
272.000000,6.140352,838.408691,890.068909,1979.336426
273.000000,6.120562,838.807739,891.725830,1981.387451
274.000000,6.100655,839.198486,893.382751,1983.438232
275.000000,6.080637,839.581299,895.039612,1985.489136
276.000000,6.060515,839.956177,896.696533,1987.539551
277.000000,6.040293,840.323425,898.353455,1989.590332
278.000000,6.019978,840.683105,900.010376,1991.641113
279.000000,5.999574,841.035461,901.667236,1993.691895
280.000000,5.979087,841.380554,903.324158,1995.742554
281.000000,5.958522,841.718567,904.981079,1997.792847
282.000000,5.937885,842.049683,906.637939,1999.843506
283.000000,5.917181,842.374023,908.294861,2001.894287
284.000000,5.896414,842.691711,909.951782,2003.945068
285.000000,5.875589,843.002869,911.608704,2005.995117
286.000000,5.854711,843.307678,913.265625,2008.045898
287.000000,5.833785,843.606262,914.922485,2010.096558
288.000000,5.812814,843.898743,916.579407,2012.147217
289.000000,5.791804,844.185242,918.236328,2014.197510
290.000000,5.770757,844.465881,919.893188,2016.248169
291.000000,5.749681,844.740784,921.550110,2018.298828
292.000000,5.728576,845.010071,923.207031,2020.349609
293.000000,5.707448,845.273865,924.863953,2022.400269
294.000000,5.686300,845.532288,926.520874,2024.450562
295.000000,5.665138,845.785461,928.177734,2026.501221
296.000000,5.643962,846.033447,929.834656,2028.551880
297.000000,5.622778,846.276306,931.491577,2030.602539
298.000000,5.601589,846.514282,933.148438,2032.652832
299.000000,5.580399,846.747437,934.805359,2034.703613
300.000000,5.559210,846.975769,936.462280,2036.754272
301.000000,5.538025,847.199463,938.119202,2038.805176
302.000000,5.516849,847.418640,939.776123,2040.855835
303.000000,5.495684,847.633362,941.433044,2042.906128
304.000000,5.474531,847.843689,943.089966,2044.956909
305.000000,5.453396,848.049744,944.746887,2047.007690
306.000000,5.432280,848.251587,946.403748,2049.058594
307.000000,5.411186,848.449341,948.060669,2051.109131
308.000000,5.390117,848.643066,949.717590,2053.160156
309.000000,5.369075,848.832825,951.374451,2055.210693
310.000000,5.348063,849.018799,953.031372,2057.261963
311.000000,5.327082,849.200928,954.688293,2059.312744
312.000000,5.306136,849.379395,956.345276,2061.364014
313.000000,5.285226,849.554260,958.002197,2063.415527
314.000000,5.264355,849.725586,959.659058,2065.466797
315.000000,5.243525,849.893372,961.315979,2067.518799
316.000000,5.222736,850.057800,962.972900,2069.570312
317.000000,5.201993,850.218872,964.629822,2071.622803
318.000000,5.181297,850.376709,966.286743,2073.675293
319.000000,5.160649,850.531311,967.943665,2075.728271
320.000000,5.140051,850.682800,969.600586,2077.781494
321.000000,5.119505,850.831238,971.257507,2079.835938
322.000000,5.099014,850.976624,972.914429,2081.890869
323.000000,5.078576,851.119080,974.571411,2083.947266
324.000000,5.058195,851.258667,976.228333,2086.004395
325.000000,5.037873,851.395447,977.885254,2088.062744
326.000000,5.017610,851.529480,979.542175,2090.123291
327.000000,4.997407,851.660767,981.199158,2092.185791
328.000000,4.977267,851.789368,982.856079,2094.250977
329.000000,4.957190,851.915466,984.513062,2096.319092
330.000000,4.937179,852.038940,986.170044,2098.391602
331.000000,4.917233,852.159912,987.827026,2100.468750
332.000000,4.897353,852.278503,989.484009,2102.551270
333.000000,4.877542,852.394653,991.140930,2104.640625
334.000000,4.857800,852.508484,992.797913,2106.738525
335.000000,4.838127,852.619995,994.454956,2108.846436
336.000000,4.818526,852.729309,996.111938,2110.966553
337.000000,4.798996,852.836365,997.768921,2113.100586
338.000000,4.779539,852.941284,999.425964,2115.252197
339.000000,4.760156,853.044128,1001.083008,2117.423828
340.000000,4.740846,853.144836,1002.740051,2119.619629
341.000000,4.721612,853.243530,1004.397156,2121.843018
342.000000,4.702454,853.340271,1006.054260,2124.098633
343.000000,4.683372,853.435059,1007.711365,2126.391846
344.000000,4.664367,853.527893,1009.368469,2128.727051
345.000000,4.645440,853.618896,1011.025635,2131.109619
346.000000,4.626590,853.708069,1012.682861,2133.544434
347.000000,4.607820,853.795471,1014.340027,2136.035156
348.000000,4.589128,853.881104,1015.997253,2138.587402
349.000000,4.570517,853.965027,1017.654541,2141.203369
350.000000,4.551986,854.047241,1019.311890,2143.884766
351.000000,4.533535,854.127808,1020.969299,2146.632568
352.000000,4.515165,854.206726,1022.626648,2149.445557
353.000000,4.496876,854.284119,1024.284180,2152.322754
354.000000,4.478669,854.359924,1025.941650,2155.260742
355.000000,4.460544,854.434265,1027.599243,2158.255127
356.000000,4.442501,854.507019,1029.256958,2161.301514
357.000000,4.424540,854.578369,1030.914673,2164.395508
358.000000,4.406663,854.648315,1032.572388,2167.531738
359.000000,4.388868,854.716858,1034.230347,2170.705078
360.000000,4.371156,854.783997,1035.888428,2173.910156
361.000000,4.353528,854.849792,1037.546509,2177.144043
362.000000,4.335983,854.914307,1039.204834,2180.401367
363.000000,4.318522,854.977478,1040.863159,2183.679199
364.000000,4.301145,855.039429,1042.521729,2186.973389
365.000000,4.283851,855.100098,1044.180542,2190.282715
366.000000,4.266641,855.159607,1045.839478,2193.604004
367.000000,4.249515,855.217896,1047.498779,2196.935303
368.000000,4.232473,855.275024,1049.158081,2200.275146
369.000000,4.215515,855.330994,1050.817871,2203.621338
370.000000,4.198640,855.385864,1052.477783,2206.973389
371.000000,4.181850,855.439697,1054.137939,2210.330322
372.000000,4.165144,855.492371,1055.798706,2213.691162
373.000000,4.148522,855.544006,1057.459595,2217.054932
374.000000,4.131983,855.594666,1059.121094,2220.421631
375.000000,4.115528,855.644287,1060.783081,2223.790039
376.000000,4.099157,855.692871,1062.445435,2227.160889
377.000000,4.082870,855.740540,1064.108398,2230.532715
378.000000,4.066665,855.787292,1065.772217,2233.905762
379.000000,4.050545,855.833069,1067.436523,2237.279785
380.000000,4.034507,855.877930,1069.101562,2240.654785
381.000000,4.018553,855.921875,1070.767700,2244.030273
382.000000,4.002681,855.964966,1072.434570,2247.406250
383.000000,3.986893,856.007202,1074.102539,2250.782959
384.000000,3.971187,856.048645,1075.771851,2254.159668
385.000000,3.955563,856.089233,1077.442261,2257.536865
386.000000,3.940022,856.128967,1079.114136,2260.914062
387.000000,3.924561,856.167969,1080.787598,2264.291992
388.000000,3.909184,856.206177,1082.462769,2267.669922
389.000000,3.893888,856.243652,1084.139648,2271.047852
390.000000,3.878673,856.280334,1085.818726,2274.425781
391.000000,3.863539,856.316345,1087.500244,2277.804199
392.000000,3.848487,856.351624,1089.184082,2281.182129
393.000000,3.833514,856.386169,1090.870728,2284.560547
394.000000,3.818623,856.420044,1092.560425,2287.938965
395.000000,3.803811,856.453247,1094.253540,2291.317139
396.000000,3.789079,856.485840,1095.950195,2294.695068
397.000000,3.774426,856.517700,1097.651123,2298.073975
398.000000,3.759853,856.549011,1099.356323,2301.452393
399.000000,3.745359,856.579651,1101.066406,2304.831055
400.000000,3.730944,856.609680,1102.781982,2308.209473
401.000000,3.716608,856.639160,1104.503174,2311.587646
402.000000,3.702348,856.668030,1106.230957,2314.966309
403.000000,3.688167,856.696350,1107.965698,2318.344727
404.000000,3.674063,856.724060,1109.708008,2321.723145
405.000000,3.660037,856.751282,1111.458862,2325.101562
406.000000,3.646087,856.777954,1113.218628,2328.480225
407.000000,3.632214,856.804077,1114.988403,2331.858887
408.000000,3.618417,856.829712,1116.768677,2335.237305
409.000000,3.604696,856.854797,1118.560669,2338.615967
410.000000,3.591051,856.879395,1120.365356,2341.994141
411.000000,3.577481,856.903564,1122.183594,2345.372559
412.000000,3.563985,856.927185,1124.016479,2348.751221
413.000000,3.550564,856.950378,1125.865112,2352.130127
414.000000,3.537217,856.973145,1127.730713,2355.508301
415.000000,3.523944,856.995422,1129.614258,2358.886719
416.000000,3.510745,857.017273,1131.517334,2362.265381
417.000000,3.497618,857.038635,1133.440796,2365.644287
418.000000,3.484565,857.059631,1135.386108,2369.021973
419.000000,3.471584,857.080261,1137.354492,2372.401123
420.000000,3.458675,857.100403,1139.347046,2375.779541
421.000000,3.445838,857.120178,1141.365112,2379.157959
422.000000,3.433071,857.139587,1143.409790,2382.536865
423.000000,3.420377,857.158569,1145.482056,2385.915039
424.000000,3.407752,857.177246,1147.583252,2389.293457
425.000000,3.395198,857.195496,1149.713867,2392.672119
426.000000,3.382713,857.213379,1151.875000,2396.051025
427.000000,3.370299,857.230957,1154.067139,2399.429199
428.000000,3.357953,857.248169,1156.290894,2402.807617
429.000000,3.345676,857.265076,1158.546875,2406.186035
430.000000,3.333468,857.281616,1160.834961,2409.564697
431.000000,3.321327,857.297791,1163.155396,2412.943359
432.000000,3.309255,857.313721,1165.508301,2416.321533
433.000000,3.297250,857.329285,1167.893066,2419.699951
434.000000,3.285311,857.344604,1170.309448,2423.078857
435.000000,3.273439,857.359558,1172.757080,2426.457520
436.000000,3.261634,857.374268,1175.234985,2429.835205
437.000000,3.249894,857.388672,1177.742432,2433.214355
438.000000,3.238219,857.402771,1180.278809,2436.593018
439.000000,3.226611,857.416626,1182.842773,2439.971191
440.000000,3.215066,857.430237,1185.433228,2443.349854
441.000000,3.203586,857.443542,1188.049316,2446.727783
442.000000,3.192170,857.456604,1190.689575,2450.106934
443.000000,3.180818,857.469360,1193.353027,2453.485352
444.000000,3.169528,857.481934,1196.038086,2456.863770
445.000000,3.158303,857.494202,1198.743774,2460.241455
446.000000,3.147139,857.506287,1201.468750,2463.620361
447.000000,3.136037,857.518127,1204.211670,2466.999023
448.000000,3.124998,857.529724,1206.971802,2470.377441
449.000000,3.114019,857.541077,1209.747437,2473.755371
450.000000,3.103102,857.552185,1212.537842,2477.134033
451.000000,3.092246,857.563171,1215.341919,2480.512451
452.000000,3.081450,857.573853,1218.158447,2483.890869
453.000000,3.070714,857.584351,1220.986572,2487.269775
454.000000,3.060037,857.594666,1223.825684,2490.647705
455.000000,3.049420,857.604797,1226.674438,2494.025879
456.000000,3.038862,857.614685,1229.532349,2497.404297
457.000000,3.028362,857.624390,1232.398682,2500.782959
458.000000,3.017920,857.633911,1235.272461,2504.160645
459.000000,3.007537,857.643250,1238.153320,2507.539062
460.000000,2.997211,857.652405,1241.040649,2510.917236
461.000000,2.986943,857.661377,1243.933838,2514.295410
462.000000,2.976730,857.670166,1246.832397,2517.674316
463.000000,2.966574,857.678833,1249.735718,2521.051758
464.000000,2.956475,857.687256,1252.643555,2524.429688
465.000000,2.946432,857.695557,1255.555420,2527.808105
466.000000,2.936444,857.703735,1258.470947,2531.186035
467.000000,2.926510,857.711731,1261.389893,2534.563721
468.000000,2.916631,857.719543,1264.311768,2537.941650
469.000000,2.906807,857.727234,1267.236450,2541.319824
470.000000,2.897038,857.734741,1270.163818,2544.697021
471.000000,2.887321,857.742126,1273.093384,2548.074707
472.000000,2.877658,857.749329,1276.024902,2551.452148
473.000000,2.868049,857.756470,1278.958496,2554.829834
474.000000,2.858491,857.763428,1281.893677,2558.207275
475.000000,2.848987,857.770264,1284.830322,2561.584229
476.000000,2.839534,857.776917,1287.768677,2564.960938
477.000000,2.830133,857.783508,1290.708008,2568.338135
478.000000,2.820784,857.789917,1293.648560,2571.715088
479.000000,2.811486,857.796265,1296.590332,2575.091064
480.000000,2.802238,857.802429,1299.532837,2578.467529
481.000000,2.793041,857.808472,1302.476440,2581.843506
482.000000,2.783894,857.814453,1305.420654,2585.219482
483.000000,2.774796,857.820312,1308.365723,2588.594971
484.000000,2.765749,857.825989,1311.311279,2591.970215
485.000000,2.756750,857.831604,1314.257324,2595.344482
486.000000,2.747801,857.837158,1317.204102,2598.718994
487.000000,2.738899,857.842529,1320.151245,2602.093506
488.000000,2.730047,857.847839,1323.098877,2605.467041
489.000000,2.721241,857.853027,1326.046875,2608.839844
490.000000,2.712484,857.858093,1328.995239,2612.212158
491.000000,2.703774,857.863098,1331.943848,2615.583984
492.000000,2.695112,857.868042,1334.892944,2618.955566
493.000000,2.686495,857.872803,1337.842041,2622.325195
494.000000,2.677926,857.877563,1340.791504,2625.694580
495.000000,2.669402,857.882141,1343.741211,2629.063232
496.000000,2.660924,857.886658,1346.691040,2632.430908
497.000000,2.652491,857.891113,1349.641235,2635.797363
498.000000,2.644105,857.895508,1352.591309,2639.161865
499.000000,2.635762,857.899780,1355.541626,2642.525635
500.000000,2.627465,857.903992,1358.492188,2645.887451
501.000000,2.619212,857.908081,1361.442749,2649.247803
502.000000,2.611003,857.912109,1364.393555,2652.605713
503.000000,2.602838,857.916077,1367.344360,2655.962402
504.000000,2.594716,857.919922,1370.295166,2659.315918
505.000000,2.586637,857.923767,1373.246216,2662.667725
506.000000,2.578602,857.927490,1376.197144,2666.016357
507.000000,2.570609,857.931152,1379.148193,2669.361572
508.000000,2.562659,857.934753,1382.099487,2672.703613
509.000000,2.554751,857.938293,1385.050659,2676.041748
510.000000,2.546885,857.941711,1388.001953,2679.375977
511.000000,2.539060,857.945129,1390.953247,2682.705078
512.000000,2.531276,857.948425,1393.904541,2686.029785
513.000000,2.523535,857.951721,1396.855957,2689.348389
514.000000,2.515833,857.954895,1399.807373,2692.661865
515.000000,2.508172,857.958008,1402.758911,2695.967529
516.000000,2.500551,857.961121,1405.710205,2699.265869
517.000000,2.492970,857.964111,1408.661743,2702.556641
518.000000,2.485430,857.967102,1411.613403,2705.838379
519.000000,2.477928,857.969971,1414.564819,2709.109863
520.000000,2.470466,857.972839,1417.516357,2712.370605
521.000000,2.463043,857.975647,1420.468018,2715.619873
522.000000,2.455658,857.978394,1423.419556,2718.857178
523.000000,2.448312,857.981079,1426.371094,2722.079834
524.000000,2.441005,857.983704,1429.322754,2725.286377
525.000000,2.433735,857.986267,1432.274414,2728.476562
526.000000,2.426502,857.988831,1435.225952,2731.649170
527.000000,2.419308,857.991333,1438.177612,2734.801758
528.000000,2.412151,857.993774,1441.129272,2737.932617
529.000000,2.405031,857.996155,1444.080811,2741.039795
530.000000,2.397947,857.998474,1447.032593,2744.122559
531.000000,2.390901,858.000793,1449.984253,2747.177246
532.000000,2.383890,858.003052,1452.935791,2750.203369
533.000000,2.376916,858.005249,1455.887573,2753.197510
534.000000,2.369977,858.007446,1458.839355,2756.157471
535.000000,2.363074,858.009583,1461.790894,2759.081299
536.000000,2.356206,858.011658,1464.742676,2761.966553
537.000000,2.349374,858.013733,1467.694458,2764.811035
538.000000,2.342577,858.015747,1470.645996,2767.610840
539.000000,2.335814,858.017700,1473.597656,2770.364990
540.000000,2.329086,858.019653,1476.549438,2773.070557
541.000000,2.322392,858.021545,1479.501099,2775.724854
542.000000,2.315732,858.023438,1482.452759,2778.325684
543.000000,2.309105,858.025269,1485.404541,2780.870850
544.000000,2.302513,858.027039,1488.356201,2783.359619
545.000000,2.295954,858.028809,1491.307861,2785.788574
546.000000,2.289428,858.030518,1494.259644,2788.155273
547.000000,2.282935,858.032227,1497.211304,2790.460938
548.000000,2.276474,858.033875,1500.162964,2792.703125
549.000000,2.270047,858.035522,1503.114746,2794.880859
550.000000,2.263651,858.037109,1506.066406,2796.994141
551.000000,2.257288,858.038696,1509.018066,2799.041260
552.000000,2.250957,858.040222,1511.969971,2801.024658
553.000000,2.244658,858.041748,1514.921753,2802.943848
554.000000,2.238389,858.043213,1517.873291,2804.800049
555.000000,2.232153,858.044678,1520.825073,2806.593018
556.000000,2.225948,858.046082,1523.776855,2808.325195
557.000000,2.219773,858.047485,1526.728516,2809.998291
558.000000,2.213629,858.048889,1529.680176,2811.613281
559.000000,2.207515,858.050232,1532.631958,2813.173584
560.000000,2.201432,858.051575,1535.583618,2814.679932
561.000000,2.195379,858.052856,1538.535400,2816.135498
562.000000,2.189357,858.054138,1541.487061,2817.542725
563.000000,2.183363,858.055359,1544.438843,2818.903564
564.000000,2.177400,858.056580,1547.390503,2820.220215
565.000000,2.171465,858.057800,1550.342285,2821.496338
566.000000,2.165561,858.058960,1553.293945,2822.733154
567.000000,2.159684,858.060120,1556.245605,2823.934082
568.000000,2.153837,858.061279,1559.197388,2825.100342
569.000000,2.148019,858.062378,1562.149048,2826.236328
570.000000,2.142229,858.063477,1565.100708,2827.342285
571.000000,2.136467,858.064575,1568.052490,2828.420898
572.000000,2.130733,858.065613,1571.004395,2829.474365
573.000000,2.125028,858.066650,1573.955933,2830.503418
574.000000,2.119350,858.067627,1576.907715,2831.512451
575.000000,2.113699,858.068665,1579.859497,2832.501221
576.000000,2.108076,858.069641,1582.811157,2833.471924
577.000000,2.102481,858.070557,1585.762817,2834.425781
578.000000,2.096913,858.071533,1588.714600,2835.363770
579.000000,2.091371,858.072449,1591.666260,2836.288818
580.000000,2.085856,858.073364,1594.617920,2837.200928
581.000000,2.080368,858.074219,1597.569824,2838.100342
582.000000,2.074906,858.075073,1600.521484,2838.989258
583.000000,2.069470,858.075928,1603.473145,2839.868408
584.000000,2.064060,858.076782,1606.424927,2840.739014
585.000000,2.058676,858.077576,1609.376587,2841.601562
586.000000,2.053318,858.078430,1612.328247,2842.456543
587.000000,2.047986,858.079224,1615.280029,2843.304688
588.000000,2.042679,858.079956,1618.231689,2844.146484
589.000000,2.037397,858.080750,1621.183350,2844.983154
590.000000,2.032141,858.081482,1624.135254,2845.815186
591.000000,2.026909,858.082214,1627.087036,2846.641602
